file,audio_path,light_path,ssm_correlation,novelty_correlation,boundary_f_score,boundary_precision,boundary_recall,rms_correlation,onset_correlation,beat_peak_alignment,beat_valley_alignment,intensity_variance,color_variance,structure_score,rhythm_score,dynamics_score,overall_score
AKA_AKA_Junge_Junge_-_Vallut_Bass,data/edge_intention/audio/AKA_AKA_Junge_Junge_-_Vallut_Bass.pkl,data/edge_intention/light/AKA_AKA_Junge_Junge_-_Vallut_Bass.pkl,0.3027763173099922,0.3707291834699502,0.0,0.0,0.0,-0.4572040904667595,-0.007177179353610889,1.9037506341305383e-09,0.18157228987158971,0.21630333364009857,0.21554678678512573,0.22450183359331413,0.09078614588767017,-0.2321906349101852,0.027699114856933032
Ariana_Grande_-_Into_You,data/edge_intention/audio/Ariana_Grande_-_Into_You.pkl,data/edge_intention/light/Ariana_Grande_-_Into_You.pkl,0.09331942668675862,-0.07014654128706183,0.0,0.0,0.0,0.05532713006941626,0.45378349373905,0.03694012207251934,0.21360062389523896,0.16619117558002472,0.2732575684785843,0.007724295133232265,0.12527037298387914,0.25455531190423314,0.12918332667378152
Avicii_-_Levels_-_Radio_Edit,data/edge_intention/audio/Avicii_-_Levels_-_Radio_Edit.pkl,data/edge_intention/light/Avicii_-_Levels_-_Radio_Edit.pkl,0.06344852588947096,0.031178615443616865,0.0,0.0,0.0,0.13209286348444343,0.36018693351112374,0.01130589929620454,0.01935757459508183,0.3022909164428711,0.3094450831413269,0.03154238044436261,0.015331736945643184,0.2461398984977836,0.09767133862926314
Bilderbuch_-_Maschin,data/edge_intention/audio/Bilderbuch_-_Maschin.pkl,data/edge_intention/light/Bilderbuch_-_Maschin.pkl,0.08615284331452519,0.3589762522813707,0.0,0.0,0.0,0.01803733237098326,0.18357235247841502,0.1186670124290228,0.12614836734239943,0.23927664756774902,0.24048132449388504,0.14837636519863195,0.12240768988571112,0.10080484242469914,0.12386296583634741
Billie_Eilish_-_Therefore_I_Am,data/edge_intention/audio/Billie_Eilish_-_Therefore_I_Am.pkl,data/edge_intention/light/Billie_Eilish_-_Therefore_I_Am.pkl,0.13100003367008306,0.03588775947037107,0.0,0.0,0.0,0.3003324854842485,-0.4640533350173081,0.09779550404991919,0.1,0.3147425055503845,0.2588101774454117,0.05562926438015137,0.0988977520249596,-0.0818604247665298,0.024222197212860386
Billie_Eilish_-_all_the_good_girls_go_to_hell,data/edge_intention/audio/Billie_Eilish_-_all_the_good_girls_go_to_hell.pkl,data/edge_intention/light/Billie_Eilish_-_all_the_good_girls_go_to_hell.pkl,-0.022601117462624668,-0.3217220346042499,0.0,0.0,0.0,0.3456821859480492,0.6258937843949135,0.0208208139771706,2.769090680174736e-09,0.3140113651752472,0.3155035972595215,-0.11477438402229152,0.010410408373130639,0.48578798517148136,0.12714133650744017
Billie_Eilish_-_bad_guy,data/edge_intention/audio/Billie_Eilish_-_bad_guy.pkl,data/edge_intention/light/Billie_Eilish_-_bad_guy.pkl,0.022391122881541783,-0.1076858917044225,0.0,0.0,0.0,0.27447518841191865,0.15680786605611866,0.12500000000000316,0.022611790977419204,0.2528243958950043,0.20575091987848282,-0.028431589607626904,0.07380589548871118,0.21564152723401864,0.0870052777050343
Billie_Eilish_-_you_should_see_me_in_a_crown,data/edge_intention/audio/Billie_Eilish_-_you_should_see_me_in_a_crown.pkl,data/edge_intention/light/Billie_Eilish_-_you_should_see_me_in_a_crown.pkl,0.08192313930602632,-0.16989371968579448,0.0,0.0,0.0,0.01684299877235089,0.08540362279037392,0.015074529010499441,0.030074507385918152,0.326567679643631,0.2698061540722847,-0.02932352679325605,0.0225745181982088,0.051123310781362404,0.01479143406210505
Boris_Brejcha_Arctic_Lake_-_House_Music_feat_Arctic_Lake_feat_Arctic_Lake_-_Edit,data/edge_intention/audio/Boris_Brejcha_Arctic_Lake_-_House_Music_feat_Arctic_Lake_feat_Arctic_Lake_-_Edit.pkl,data/edge_intention/light/Boris_Brejcha_Arctic_Lake_-_House_Music_feat_Arctic_Lake_feat_Arctic_Lake_-_Edit.pkl,0.4169390483768336,0.17292014237099035,0.0,0.0,0.0,0.1047149345763552,0.2366869002146606,0.013533531369658486,0.019333611890944673,0.3029990792274475,0.34962135553359985,0.19661973024927462,0.01643357163030158,0.1707009173955079,0.1279180730916947
Coldplay_-_A_Sky_Full_of_Stars,data/edge_intention/audio/Coldplay_-_A_Sky_Full_of_Stars.pkl,data/edge_intention/light/Coldplay_-_A_Sky_Full_of_Stars.pkl,0.09980635753570502,0.08602224613565078,0.0,0.0,0.0,-0.27294575988619424,0.12002766644723942,2.532833109818835e-15,4.821874621254841e-23,0.2747795879840851,0.1596469059586525,0.061942867890451926,1.2664165790187906e-15,-0.07645904671947741,-0.004838726276341405
College_Electric_Youth_-_A_Real_Hero,data/edge_intention/audio/College_Electric_Youth_-_A_Real_Hero.pkl,data/edge_intention/light/College_Electric_Youth_-_A_Real_Hero.pkl,0.32806968603563214,0.133637528749875,0.0,0.0,0.0,-0.6710181186378443,0.07040652662241226,0.015037253692958373,1.1572499087783506e-22,0.33345213532447815,0.33956846594810486,0.15390240492850238,0.007518626846479187,-0.300305796007716,-0.04629492141091148
Daft_Punk_-_Give_Life_Back_to_Music,data/edge_intention/audio/Daft_Punk_-_Give_Life_Back_to_Music.pkl,data/edge_intention/light/Daft_Punk_-_Give_Life_Back_to_Music.pkl,0.2505688481995716,0.09719856776933695,0.0,0.0,0.0,-0.3851130699304769,-0.2278579105195282,0.033833824616649695,0.03383382461665128,0.2940193712711334,0.29644476622343063,0.11592247198963618,0.033833824616650486,-0.30648549022500254,-0.052243064539571955
Digitalism_-_Pogo,data/edge_intention/audio/Digitalism_-_Pogo.pkl,data/edge_intention/light/Digitalism_-_Pogo.pkl,0.20328402624560216,0.2785763269340835,0.0,0.0,0.0,-0.04159271607385858,0.06408267420383698,4.351422784203636e-09,0.0451117610788709,0.36761030554771423,0.33124032616615295,0.1606201177265619,0.022555882715146844,0.0112449790649892,0.0648069931688993
Disclosure_-_When_A_Fire_Starts_To_Burn,data/edge_intention/audio/Disclosure_-_When_A_Fire_Starts_To_Burn.pkl,data/edge_intention/light/Disclosure_-_When_A_Fire_Starts_To_Burn.pkl,0.18707917739883362,0.06375824419901518,0.0,0.0,0.0,-0.0761433442192556,0.4945092028275411,0.015961266011118545,0.06666666869733147,0.4055715501308441,0.3220825120806694,0.08361247386594961,0.041313967354225004,0.20918292930414273,0.11136979017477244
Disclosure_Sam_Smith_-_Latch,data/edge_intention/audio/Disclosure_Sam_Smith_-_Latch.pkl,data/edge_intention/light/Disclosure_Sam_Smith_-_Latch.pkl,0.032511425609544,-0.15473449641376297,0.0,0.0,0.0,0.39488696880939056,-0.0833819535373704,0.1136006208492443,0.37504193473223846,0.18331553041934967,0.2404150888323784,-0.04074102360140632,0.24432127779074136,0.15575250763601006,0.11977758727511505
Dua_Lipa_-_Dance_The_Night_-_From_Barbie_The_Album,data/edge_intention/audio/Dua_Lipa_-_Dance_The_Night_-_From_Barbie_The_Album.pkl,data/edge_intention/light/Dua_Lipa_-_Dance_The_Night_-_From_Barbie_The_Album.pkl,0.16495328371307105,-0.0894800654233965,0.0,0.0,0.0,0.0851497400378857,-0.12388131017884045,0.008563287273508621,0.022611794784914135,0.31779274344444275,0.31646833568811417,0.02515773942989152,0.015587541029211378,-0.019365785070477377,0.007126498462875173
Dua_Lipa_-_Don_t_Start_Now,data/edge_intention/audio/Dua_Lipa_-_Don_t_Start_Now.pkl,data/edge_intention/light/Dua_Lipa_-_Don_t_Start_Now.pkl,-0.021251076793796765,-0.26474956594539556,0.0,0.0,0.0,0.11843278334441867,0.3265597657354466,0.2135335283236613,0.14290506826541177,0.2819240987300873,0.3099689409136772,-0.09533354757973078,0.17821929829453653,0.22249627453993265,0.10179400841824614
Einmusik_-_Dune_Suave,data/edge_intention/audio/Einmusik_-_Dune_Suave.pkl,data/edge_intention/light/Einmusik_-_Dune_Suave.pkl,0.5740581625117291,0.5097700364120027,0.0,0.0,0.0,-0.7409008240660782,0.011728751871754733,0.20003354930879008,0.03383382080915476,0.17973174154758453,0.18904030323028564,0.3612760663079106,0.11693368505897242,-0.3645860360971617,0.03787457175657377
Empire_Of_The_Sun_-_Walking_On_A_Dream,data/edge_intention/audio/Empire_Of_The_Sun_-_Walking_On_A_Dream.pkl,data/edge_intention/light/Empire_Of_The_Sun_-_Walking_On_A_Dream.pkl,-0.074340840896924,-0.048341777784172715,0.0,0.0,0.0,0.20921117948374576,0.1836438613935193,8.386946447373018e-05,0.1353352832366127,0.22005121409893036,0.259073942899704,-0.040894206227032236,0.06770957635054321,0.19642752043863254,0.07441429685404784
Gesaffelstein_-_Pursuit,data/edge_intention/audio/Gesaffelstein_-_Pursuit.pkl,data/edge_intention/light/Gesaffelstein_-_Pursuit.pkl,0.03134375193614633,0.12864496675324139,0.0,0.0,0.0,0.2575400059515515,0.016435205022099317,0.036111773038290225,6.709404857974325e-05,0.25684621930122375,0.22440578788518906,0.05332957289646257,0.018089433543434983,0.13698760548682543,0.069468870642241
Hot_Chip_-_I_Feel_Better,data/edge_intention/audio/Hot_Chip_-_I_Feel_Better.pkl,data/edge_intention/light/Hot_Chip_-_I_Feel_Better.pkl,0.0344413770411048,-0.12946491563196422,0.0,0.0,0.0,-0.25578084522822686,-0.04607044494220969,0.16219075474808933,1.7933953866737127e-32,0.26274576783180237,0.23120630532503128,-0.0316745128636198,0.08109537737404467,-0.15092564508521827,-0.03383492685826447
Icona_Pop_Charli_xcx_-_I_Love_It_feat_Charli_XCX,data/edge_intention/audio/Icona_Pop_Charli_xcx_-_I_Love_It_feat_Charli_XCX.pkl,data/edge_intention/light/Icona_Pop_Charli_xcx_-_I_Love_It_feat_Charli_XCX.pkl,0.15536890293077874,-0.09969570821832939,0.0,0.0,0.0,0.0535352175452017,0.3671247026505613,0.038667223781889346,6.709252558050237e-05,0.2961224615573883,0.27646710723638535,0.018557731570816447,0.019367158153734923,0.2103299600978815,0.08275161660747761
Justice_-_D_A_N_C_E,data/edge_intention/audio/Justice_-_D_A_N_C_E.pkl,data/edge_intention/light/Justice_-_D_A_N_C_E.pkl,0.24091764347419553,-0.3171289367939274,0.0,0.0,0.0,-0.025613279518060184,0.3179433053221872,6.709252558134665e-05,0.011277942808048738,0.3414195477962494,0.27902912348508835,-0.02540376443991062,0.005672517666815043,0.1461650129020635,0.04214458870965598
Justice_-_Genesis,data/edge_intention/audio/Justice_-_Genesis.pkl,data/edge_intention/light/Justice_-_Genesis.pkl,0.3157690629915394,0.2657397920808988,0.0,0.0,0.0,-0.14058333333704423,-0.2753502686392395,1.4071295054549084e-15,0.019333611890944673,0.2768067717552185,0.28169405460357666,0.19383628502414607,0.00966680594547304,-0.20796680098814185,-0.001487903339507583
Justin_Timberlake_-_CAN_T_STOP_THE_FEELING!_from_DreamWorks_Animation_s_TROLLS,data/edge_intention/audio/Justin_Timberlake_-_CAN_T_STOP_THE_FEELING!_from_DreamWorks_Animation_s_TROLLS.pkl,data/edge_intention/light/Justin_Timberlake_-_CAN_T_STOP_THE_FEELING!_from_DreamWorks_Animation_s_TROLLS.pkl,0.2703203302924341,0.25571527445159253,0.0,0.0,0.0,0.31125464116362034,-0.09775072075660544,0.019333614066656065,2.6522479639838e-106,0.32073912024497986,0.3128010109066963,0.17534520158134223,0.009666807033328033,0.10675196020350744,0.09725465627272589
Justin_Timberlake_Timbaland_-_SexyBack_feat_Timbaland,data/edge_intention/audio/Justin_Timberlake_Timbaland_-_SexyBack_feat_Timbaland.pkl,data/edge_intention/light/Justin_Timberlake_Timbaland_-_SexyBack_feat_Timbaland.pkl,0.1260323266651909,-0.26940652912418134,0.0,0.0,0.0,0.004031871204604839,0.126636578826645,2.5807160606717662e-05,6.709252558050237e-05,0.36405012011528015,0.2494143769145012,-0.04779140081966348,4.644984309361001e-05,0.06533422501562491,0.005863091346351682
Katy_Perry_-_WOMAN’S_WORLD,data/edge_intention/audio/Katy_Perry_-_WOMAN’S_WORLD.pkl,data/edge_intention/light/Katy_Perry_-_WOMAN’S_WORLD.pkl,0.2937193765128143,-0.08638223393873123,0.0,0.0,0.0,-0.3323006777488355,0.2899280544024768,0.14158895604844715,0.009714733529454431,0.30999550223350525,0.322048157453537,0.06911238085802769,0.07565184478895079,-0.02118631167317933,0.041192637991266386
Little_Dragon_-_Sunshine,data/edge_intention/audio/Little_Dragon_-_Sunshine.pkl,data/edge_intention/light/Little_Dragon_-_Sunshine.pkl,0.10671851949419159,-0.234258562452073,0.0,0.0,0.0,-0.01714717942219805,0.1578729644215684,0.00971473026588644,0.009690770825318176,0.3463815748691559,0.3435680866241455,-0.04251334765262713,0.009702750545602308,0.07036289249968518,0.012517431797553451
Lizzo_-_2_Be_Loved_Am_I_Ready,data/edge_intention/audio/Lizzo_-_2_Be_Loved_Am_I_Ready.pkl,data/edge_intention/light/Lizzo_-_2_Be_Loved_Am_I_Ready.pkl,0.11593048803199434,0.12709003767954147,0.0,0.0,0.0,0.1754244910001511,-0.0004555495677073529,5.59117071487307e-05,3.049798708135643e-05,0.32736220955848694,0.2654592916369438,0.08100684190384527,4.3204847115043566e-05,0.08748447071622187,0.05617817248906073
Lizzo_-_About_Damn_Time,data/edge_intention/audio/Lizzo_-_About_Damn_Time.pkl,data/edge_intention/light/Lizzo_-_About_Damn_Time.pkl,0.3163302025051608,0.4289933984861488,0.0,0.0,0.0,-0.13681895192017884,0.2682208525170852,0.1,0.1538461538461548,0.30127114057540894,0.3242757096886635,0.2484412003304365,0.12692307692307742,0.06570095029845319,0.1470217425173224
Lizzo_-_Good_as_Hell,data/edge_intention/audio/Lizzo_-_Good_as_Hell.pkl,data/edge_intention/light/Lizzo_-_Good_as_Hell.pkl,0.12188112482183358,0.23951929065883282,0.0,0.0,0.0,-0.4517902138817883,-0.019093700200763064,6.709404857847684e-05,0.019381537299213568,0.27869850397109985,0.3037584349513054,0.12046680516022212,0.009724315673896023,-0.23544195704127568,-0.03508361206905251
M83_-_Midnight_City,data/edge_intention/audio/M83_-_Midnight_City.pkl,data/edge_intention/light/M83_-_Midnight_City.pkl,0.07633671287805768,-0.38042458439372073,0.0,0.0,0.0,0.37157670192818354,-0.06252119928856428,2.580598906786589e-05,2.3025755543807592e-15,0.30072304606437683,0.28356996923685074,-0.10136262383855436,1.2902994535084232e-05,0.15452775131980961,0.01772601015859678
M83_-_We_Own_The_Sky,data/edge_intention/audio/M83_-_We_Own_The_Sky.pkl,data/edge_intention/light/M83_-_We_Own_The_Sky.pkl,0.049960573782803885,-0.09863569206037279,0.0,0.0,0.0,0.2768869886552068,0.05519123525308425,0.08900025868718568,0.047333592655100946,0.40723171830177307,0.29329071193933487,-0.016225039425856302,0.06816692567114331,0.1660391119541455,0.07266033273314416
Marteria_Teutilla_-_Aliens_feat_Teutilla,data/edge_intention/audio/Marteria_Teutilla_-_Aliens_feat_Teutilla.pkl,data/edge_intention/light/Marteria_Teutilla_-_Aliens_feat_Teutilla.pkl,0.39012251259061503,-0.2192608339946669,0.0,0.0,0.0,-0.25751555073107807,0.047663378630229875,8.386819530558542e-05,0.08336129109065726,0.34321853518486023,0.2564050704240799,0.05695389286531605,0.04172257964298143,-0.1049260860504241,-0.0020832045140422076
Missy_Elliott_-_Get_Ur_Freak_On,data/edge_intention/audio/Missy_Elliott_-_Get_Ur_Freak_On.pkl,data/edge_intention/light/Missy_Elliott_-_Get_Ur_Freak_On.pkl,-0.028869437002450725,-0.20284760176134836,0.0,0.0,0.0,-0.36344665638496476,0.13230301879181833,0.1059171703609267,0.08336128982149126,0.3625161349773407,0.2371542677283287,-0.07723901292126636,0.09463923009120898,-0.11557181879657322,-0.03272386720887687
Moderat_-_Bad_Kingdom,data/edge_intention/audio/Moderat_-_Bad_Kingdom.pkl,data/edge_intention/light/Moderat_-_Bad_Kingdom.pkl,0.03622917222475812,-0.23162461027248987,0.0,0.0,0.0,0.17423294380054416,-0.2631059894659651,0.02255588053943545,3.16604143549229e-15,0.32203954458236694,0.23463989794254303,-0.06513181268257724,0.01127794026971931,-0.04443652283271046,-0.03276346508185613
Moderat_-_Last_Time,data/edge_intention/audio/Moderat_-_Last_Time.pkl,data/edge_intention/light/Moderat_-_Last_Time.pkl,0.10859749710883561,0.005531399046655328,0.0,0.0,0.0,0.14010580248204518,0.34877060906073054,0.03391769027362374,0.027067056647322542,0.2658070921897888,0.22851525992155075,0.03804296538516364,0.030492373460473142,0.24443820577138786,0.10432451487234155
NTO_Einmusik_-_Petite_-_Einmusik_Remix,data/edge_intention/audio/NTO_Einmusik_-_Petite_-_Einmusik_Remix.pkl,data/edge_intention/light/NTO_Einmusik_-_Petite_-_Einmusik_Remix.pkl,0.26230138195142905,0.2494783474852006,0.0,0.0,0.0,0.0780268699022093,0.19607664970774674,0.2669169104045782,2.1106942581823627e-15,0.2874613404273987,0.2905521094799042,0.17059324314554322,0.13345845520229016,0.13705175980497802,0.14703448605093714
P!nk_-_Never_Gonna_Not_Dance_Again,data/edge_intention/audio/P!nk_-_Never_Gonna_Not_Dance_Again.pkl,data/edge_intention/light/P!nk_-_Never_Gonna_Not_Dance_Again.pkl,0.12236129513627468,-0.13382493098923098,0.0,0.0,0.0,0.3448436619402506,0.3760404914873348,0.027134152218898994,8.386756072626208e-05,0.2552277147769928,0.34476956725120544,-0.003821211950985434,0.013609009889812628,0.3604420767137927,0.12340995821753996
P!nk_-_Runaway,data/edge_intention/audio/P!nk_-_Runaway.pkl,data/edge_intention/light/P!nk_-_Runaway.pkl,0.09100528091500765,0.009893727550233938,0.0,0.0,0.0,0.1578249903381302,-0.172227990547444,0.009044717406301353,0.09081010872778497,0.2924191951751709,0.343713641166687,0.03363300282174719,0.04992741306704316,-0.007201500104656908,0.02545297192804448
Phoenix_-_1901,data/edge_intention/audio/Phoenix_-_1901.pkl,data/edge_intention/light/Phoenix_-_1901.pkl,0.1962998355774005,0.45288443350595425,0.0,0.0,0.0,-0.3725268219267305,0.31992734837370995,0.025396332972983313,0.15254791041889487,0.2744547426700592,0.2646865099668503,0.21639475636111824,0.0889721216959391,-0.026299736776510263,0.09302238042684902
Pretty_Pink_-_Suvi,data/edge_intention/audio/Pretty_Pink_-_Suvi.pkl,data/edge_intention/light/Pretty_Pink_-_Suvi.pkl,0.16650077016694353,0.2651229896557832,0.0,0.0,0.0,-0.0430689895956545,0.24012204097258094,0.009022353231108695,0.030111782703459218,0.2144213169813156,0.17552074790000916,0.14387458660757557,0.019567067967283955,0.09852652568846322,0.08732272675444092
Sam_Smith_Kim_Petras_-_Unholy_feat_Kim_Petras,data/edge_intention/audio/Sam_Smith_Kim_Petras_-_Unholy_feat_Kim_Petras.pkl,data/edge_intention/light/Sam_Smith_Kim_Petras_-_Unholy_feat_Kim_Petras.pkl,0.4513709311564388,0.07209417369871744,0.0,0.0,0.0,-0.3874362839654161,-0.041698303253511024,0.030149056328780312,0.030074509078138127,0.26360568404197693,0.36419355869293213,0.17448836828505207,0.030111782703459218,-0.21456729360946356,-0.003322380873650758
Sido_Andreas_Bourani_-_Astronaut,data/edge_intention/audio/Sido_Andreas_Bourani_-_Astronaut.pkl,data/edge_intention/light/Sido_Andreas_Bourani_-_Astronaut.pkl,0.05335049408620923,0.0007198495439993575,0.0,0.0,0.0,0.6407502958925003,0.00594968216702238,0.1538461538461568,0.0977696957177785,0.28836819529533386,0.33030928671360016,0.018023447876736196,0.12580792478196764,0.32334998902976136,0.15572712056282173
Taylor_Swift_-_Anti-Hero,data/edge_intention/audio/Taylor_Swift_-_Anti-Hero.pkl,data/edge_intention/light/Taylor_Swift_-_Anti-Hero.pkl,0.10871319215734354,0.247280695346643,0.0,0.0,0.0,0.012059388997743115,0.08779909826993057,2.1106942581823627e-15,0.01933361189094648,0.34064415097236633,0.3165823966264725,0.11866462916799551,0.009666805945474295,0.04992924363383684,0.059420226249102225
Taylor_Swift_-_Ready_For_It,data/edge_intention/audio/Taylor_Swift_-_Ready_For_It.pkl,data/edge_intention/light/Taylor_Swift_-_Ready_For_It.pkl,0.2620636659693353,0.03223299513340522,0.0,0.0,0.0,0.43916966275362646,-0.028633555071778963,0.01130589675787669,6.709557157771773e-05,0.27856647968292236,0.3177517354488373,0.09809888703424684,0.005686496164727203,0.20526805384092375,0.1030178123466326
Taylor_Swift_-_Shake_It_Off,data/edge_intention/audio/Taylor_Swift_-_Shake_It_Off.pkl,data/edge_intention/light/Taylor_Swift_-_Shake_It_Off.pkl,0.08537374251167054,0.0038666057692133392,0.0,0.0,0.0,0.026714095212878153,0.12885953892396537,0.01806706962207553,0.01594153112359725,0.3943934142589569,0.28785474598407745,0.02974678276029463,0.01700430037283639,0.07778681706842176,0.04151263340051759
The_Chemical_Brothers_-_Go,data/edge_intention/audio/The_Chemical_Brothers_-_Go.pkl,data/edge_intention/light/The_Chemical_Brothers_-_Go.pkl,0.15495481030152658,-0.29318518590060283,0.0,0.0,0.0,0.4267977804176547,-0.10709840224512404,0.12787970681506078,0.017000781772796205,0.32934412360191345,0.2935483008623123,-0.04607679186635875,0.0724402442939285,0.15984968908626535,0.062071047171278364
The_Streets_-_Who_s_Got_The_Bag,data/edge_intention/audio/The_Streets_-_Who_s_Got_The_Bag.pkl,data/edge_intention/light/The_Streets_-_Who_s_Got_The_Bag.pkl,0.2570555579030296,0.291933937401281,0.0,0.0,0.0,0.25802660041996334,0.14510058070463133,2.5805989067865892e-05,0.013567076109449497,0.336960107088089,0.24280478060245514,0.1829964984347702,0.006796441049258682,0.20156359056229733,0.13045217668210873
The_Weeknd_-_Blinding_Lights,data/edge_intention/audio/The_Weeknd_-_Blinding_Lights.pkl,data/edge_intention/light/The_Weeknd_-_Blinding_Lights.pkl,0.20764575271879887,-0.032479794298358886,0.0,0.0,0.0,0.18991767981324686,-0.3753511259179416,0.01353353136965722,0.127134150695901,0.3551129102706909,0.30571164190769196,0.058388652806813324,0.0703338410327791,-0.09271672305234738,0.012001923595748356
The_Weeknd_-_Can_t_Feel_My_Face,data/edge_intention/audio/The_Weeknd_-_Can_t_Feel_My_Face.pkl,data/edge_intention/light/The_Weeknd_-_Can_t_Feel_My_Face.pkl,0.16393505168229594,0.22449797353468853,0.0,0.0,0.0,0.05549376940520985,-0.0003064560679385264,3.857499697003873e-23,2.1430553866265755e-23,0.37707018852233887,0.3235568553209305,0.12947767507232816,3.000277541815224e-23,0.027593656668635662,0.052357110580321276
